Lot URL,Lot/Inv #,Est. Retail value,Sale date,Year,Make,Model,Engine type,Cylinders,VIN,Title code,Odometer,Odometer description,Damage description,Current bid,My bid,Item number,Sale name,Auto grade,Sale light,Announcements
https://www.copart.com/lot/80721025/salvage-2021-jeep-grand-cherokee-laredo-al-birmingham,80721025,"22,624 USD",11/04/2025 12:00 pm CST,2021,JEP,GRAND CHER,3.6L  6,6,1C4RJEAG5MC******,CERT OF TITLE-SALVAGE TITLE,"42,457 A",ACTUAL,FRONT END,175 USD,0 USD,6,AL - BIRMINGHAM,0,N/A,N/A
https://www.copart.com/lot/80709535/salvage-2017-chevrolet-silverado-k1500-ltz-al-birmingham,80709535,"26,790 USD",11/04/2025 12:00 pm CST,2017,CHEV,SILVERADO K1500 LTZ,5.3L  8,8,3GCUKSEC7HG******,CERT OF TITLE-SALVAGE TITLE,"95,843 A",ACTUAL,FRONT END,175 USD,0 USD,41,AL - BIRMINGHAM,0,N/A,N/A
https://www.copart.com/lot/80674195/salvage-2018-honda-accord-lx-al-mobile-south,80674195,"15,075 USD",11/04/2025 12:00 pm CST,2018,HOND,ACCORD LX,1.5L  4,4,1HGCV1F10JA******,CERT OF TITLE-SALVAGE TITLE,"130,655 A",ACTUAL,REAR END,250 USD,0 USD,40,AL - MOBILE SOUTH,0,N/A,N/A
https://www.copart.com/lot/80671865/salvage-2021-toyota-tundra-double-cab-sr-al-birmingham,80671865,"31,687 USD",11/04/2025 12:00 pm CST,2021,TOYT,TUNDRA DOU,5.7L  8,8,5TFRY5F19MX******,CERT OF TITLE-SALVAGE TITLE,"39,294 A",ACTUAL,ROLLOVER,0 USD,0 USD,18,AL - BIRMINGHAM,0,N/A,N/A
https://www.copart.com/lot/80669095/salvage-2019-nissan-sentra-s-al-birmingham,80669095,"6,001 USD",11/04/2025 12:00 pm CST,2019,NISS,SENTRA S,1.8L  4,4,3N1AB7AP2KY******,CERT OF TITLE-SALVAGE TITLE,"156,790 A",ACTUAL,SIDE,250 USD,0 USD,3316,AL - BIRMINGHAM,0,N/A,N/A
https://www.copart.com/lot/80649375/clean-title-2016-toyota-corolla-l-al-birmingham,80649375,"10,900 USD",11/04/2025 12:00 pm CST,2016,TOYT,COROLLA L,1.8L  4,4,5YFBURHE5GP******,CERTIFICATE OF TITLE,"240,151 A",ACTUAL,FRONT END,0 USD,0 USD,88,AL - BIRMINGHAM,0,N/A,N/A
https://www.copart.com/lot/80637565/clean-title-2016-chrysler-200-limited-al-birmingham,80637565,$1 USD,11/04/2025 12:00 pm CST,2016,CHRY,200 LIMITE,2.4L  4,4,1C3CCCAB6GN******,CERTIFICATE OF TITLE,"157,443 A",ACTUAL,MINOR DENT/SCRATCHES,0 USD,0 USD,3254,AL - BIRMINGHAM,0,N/A,N/A
https://www.copart.com/lot/80636575/clean-title-2017-audi-q5-premium-al-birmingham,80636575,"19,200 USD",11/04/2025 12:00 pm CST,2017,AUDI,Q5 PREMIUM,2.0L  4,4,WA1C2AFP1HA******,CERTIFICATE OF TITLE,"138,380 A",ACTUAL,FRONT END,0 USD,0 USD,11,AL - BIRMINGHAM,0,N/A,N/A
https://www.copart.com/lot/80617165/2021-ford-edge-sel-al-mobile-south,80617165,"14,865 USD",11/04/2025 12:00 pm CST,2021,FORD,EDGE SEL,2.0L  4,4,2FMPK3J96MB******,CERTIFICATE OF DESTRUCTION,"91,063 A",ACTUAL,FRONT END,0 USD,0 USD,2524,AL - MOBILE SOUTH,0,N/A,N/A
https://www.copart.com/lot/80554665/salvage-2025-honda-odyssey-exl-al-birmingham,80554665,"42,527 USD",11/04/2025 12:00 pm CST,2025,HOND,ODYSSEY EX,3.5L  6,6,5FNRL6H6XSB******,CERT OF TITLE-SALVAGE TITLE,"3,279 A",ACTUAL,REAR END,300 USD,0 USD,22,AL - BIRMINGHAM,0,N/A,N/A
https://www.copart.com/lot/80532995/salvage-2017-toyota-rav4-le-al-birmingham,80532995,"16,457 USD",11/04/2025 12:00 pm CST,2017,TOYT,RAV4 LE,2.5L  4,4,2T3BFREV2HW******,CERT OF TITLE-SALVAGE TITLE,"99,055 N",NOT ACTUAL,REAR END,0 USD,0 USD,109,AL - BIRMINGHAM,0,N/A,N/A
https://www.copart.com/lot/80499705/salvage-2017-dodge-journey-se-al-mobile-south,80499705,"9,028 USD",11/04/2025 12:00 pm CST,2017,DODG,JOURNEY SE,2.4L  4,4,3C4PDCAB4HT******,CERT OF TITLE-SALVAGED,"99,008 A",ACTUAL,REAR END,0 USD,0 USD,2042,AL - MOBILE SOUTH,0,N/A,N/A
https://www.copart.com/lot/80487955/salvage-2015-gmc-yukon-slt-al-birmingham,80487955,"20,133 USD",11/04/2025 12:00 pm CST,2015,GMC,YUKON SLT,5.3L  8,8,1GKS2BKC8FR******,CERT OF TITLE-SALVAGE TITLE,0 N,NOT ACTUAL,ALL OVER,0 USD,0 USD,0,AL - BIRMINGHAM,0,N/A,N/A
https://www.copart.com/lot/80453495/salvage-2018-gmc-acadia-sle-al-birmingham,80453495,"13,925 USD",11/04/2025 12:00 pm CST,2018,GMC,ACADIA SLE,2.5L  4,4,1GKKNLLA4JZ******,CERT OF TITLE-SALVAGE TITLE,"135,976 N",NOT ACTUAL,FRONT END,0 USD,0 USD,2325,AL - BIRMINGHAM,0,N/A,N/A
https://www.copart.com/lot/80413485/clean-title-2019-dodge-grand-caravan-sxt-al-mobile-south,80413485,$1 USD,11/04/2025 12:00 pm CST,2019,DODG,GRAND CARA,3.6L  6,6,2C4RDGCG3KR******,CERTIFICATE OF TITLE,"268,949 N",NOT ACTUAL,FRONT END,0 USD,0 USD,2023,AL - MOBILE SOUTH,0,N/A,N/A
https://www.copart.com/lot/80403905/salvage-2017-jeep-cherokee-latitude-al-birmingham,80403905,"8,475 USD",11/04/2025 12:00 pm CST,2017,JEP,CHEROKEE L,2.4L  4,4,1C4PJMCBXHW******,CERT OF TITLE-SALVAGE TITLE,"101,700 A",ACTUAL,FRONT END,175 USD,0 USD,2316,AL - BIRMINGHAM,0,N/A,N/A
https://www.copart.com/lot/80385065/salvage-2016-dodge-journey-crossroad-al-birmingham,80385065,"8,593 USD",11/04/2025 12:00 pm CST,2016,DODG,JOURNEY CROSSROAD,2.4L  4,4,3C4PDCGB3GT******,CERT OF TITLE-SALVAGE TITLE,"181,996 A",ACTUAL,FRONT END,0 USD,0 USD,3282,AL - BIRMINGHAM,0,N/A,N/A
https://www.copart.com/lot/80325025/clean-title-2022-ford-maverick-xl-al-birmingham,80325025,"23,759 USD",11/04/2025 12:00 pm CST,2022,FORD,MAVERICK X,2.5L  4,4,3FTTW8E30NR******,CERTIFICATE OF TITLE,"42,372 A",ACTUAL,FRONT END,200 USD,0 USD,2005,AL - BIRMINGHAM,0,N/A,N/A
https://www.copart.com/lot/80302935/salvage-2023-hyundai-tucson-sel-al-birmingham,80302935,"22,277 USD",11/04/2025 12:00 pm CST,2023,HYUN,TUCSON SEL,2.5L  4,4,5NMJF3AE7PH******,CERT OF TITLE-SALVAGE TITLE,"29,977 A",ACTUAL,FRONT END,275 USD,0 USD,24,AL - BIRMINGHAM,0,N/A,N/A
https://www.copart.com/lot/80290885/salvage-2017-nissan-rogue-s-al-mobile-south,80290885,"7,656 USD",11/04/2025 12:00 pm CST,2017,NISS,ROGUE S,2.5L  4,4,KNMAT2MV0HP******,CERT OF TITLE SLVG REBUILDABLE,"176,788 A",ACTUAL,FRONT END,0 USD,0 USD,6,AL - MOBILE SOUTH,0,N/A,N/A
https://www.copart.com/lot/80271095/salvage-2017-lexus-nx-200t-base-al-mobile-south,80271095,"15,578 USD",11/04/2025 12:00 pm CST,2017,LEXS,NX 200T BA,2.0L  4,4,JTJYARBZ7H2******,CERT OF TITLE SLVG REBUILDABLE,"140,796 A",ACTUAL,FRONT END,0 USD,0 USD,18,AL - MOBILE SOUTH,0,N/A,N/A
